state,region,municipality,year,crop,yield_t_ha
South Australia,Yorke Peninsula,Wakefield,2019,lentil,1.9821997343130993
South Australia,Yorke Peninsula,Wakefield,2020,faba_bean,2.1482790586810316
South Australia,Yorke Peninsula,Wakefield,2020,chickpea,1.5151062904569186
South Australia,Yorke Peninsula,Wakefield,2020,lentil,1.702960126898868
South Australia,Yorke Peninsula,Wakefield,2021,faba_bean,2.191871784026718
South Australia,Yorke Peninsula,Wakefield,2021,chickpea,1.647760837809741
South Australia,Yorke Peninsula,Wakefield,2021,lentil,1.7992568890797813
South Australia,Yorke Peninsula,Wakefield,2022,faba_bean,1.9297796363073867
South Australia,Yorke Peninsula,Wakefield,2022,chickpea,1.4124593957645606
South Australia,Yorke Peninsula,Wakefield,2022,lentil,1.591306873159652
South Australia,Yorke Peninsula,Wakefield,2023,faba_bean,2.7211162191322003
South Australia,Yorke Peninsula,Wakefield,2023,chickpea,1.7480409802795478
South Australia,Yorke Peninsula,Wakefield,2023,lentil,2.1635125594614473
South Australia,Yorke Peninsula,Wakefield,2024,faba_bean,2.380452846613081
South Australia,Yorke Peninsula,Wakefield,2024,chickpea,1.5193824813882593
South Australia,Yorke Peninsula,Wakefield,2024,lentil,1.8049636694214575
South Australia,Yorke Peninsula,Wakefield,2025,faba_bean,1.9946146545607832
South Australia,Yorke Peninsula,Wakefield,2025,chickpea,1.9000556647778166
South Australia,Yorke Peninsula,Wakefield,2025,lentil,1.644981579259589
South Australia,Yorke Peninsula,Wallaroo,2016,faba_bean,2.066393352782801
South Australia,Yorke Peninsula,Wallaroo,2016,chickpea,1.4359556053918523
South Australia,Yorke Peninsula,Wallaroo,2016,lentil,1.7377452597966228
South Australia,Yorke Peninsula,Wallaroo,2017,faba_bean,2.1491022484947004
South Australia,Yorke Peninsula,Wallaroo,2017,chickpea,1.2787914303857653
South Australia,Yorke Peninsula,Wallaroo,2017,lentil,1.840569451082224
South Australia,Yorke Peninsula,Wallaroo,2018,faba_bean,2.3065775198156073
South Australia,Yorke Peninsula,Wallaroo,2018,chickpea,1.699944498597815
South Australia,Yorke Peninsula,Wallaroo,2018,lentil,1.9473953916480709
South Australia,Yorke Peninsula,Wallaroo,2019,faba_bean,2.3201212394653306
South Australia,Yorke Peninsula,Wallaroo,2019,chickpea,1.4709567381384887
South Australia,Yorke Peninsula,Wallaroo,2019,lentil,1.853203959898931
South Australia,Yorke Peninsula,Wallaroo,2020,faba_bean,2.3364994580004836
South Australia,Yorke Peninsula,Wallaroo,2020,chickpea,1.7471498561980041
South Australia,Yorke Peninsula,Wallaroo,2020,lentil,1.8421450280121117
South Australia,Yorke Peninsula,Wallaroo,2021,faba_bean,2.287205117521911
South Australia,Yorke Peninsula,Wallaroo,2021,chickpea,1.5570444870528
South Australia,Yorke Peninsula,Wallaroo,2021,lentil,1.792435487426505
South Australia,Yorke Peninsula,Wallaroo,2022,faba_bean,2.0489168735185412
South Australia,Yorke Peninsula,Wallaroo,2022,chickpea,1.160867409554809
South Australia,Yorke Peninsula,Wallaroo,2022,lentil,1.4452344006192934
South Australia,Yorke Peninsula,Wallaroo,2023,faba_bean,2.6159719863275352
South Australia,Yorke Peninsula,Wallaroo,2023,chickpea,1.821243516923441
South Australia,Yorke Peninsula,Wallaroo,2023,lentil,2.0609538328752706
South Australia,Yorke Peninsula,Wallaroo,2024,faba_bean,2.415835254112533
South Australia,Yorke Peninsula,Wallaroo,2024,chickpea,1.6458505519736009
South Australia,Yorke Peninsula,Wallaroo,2024,lentil,1.8521462600448717
South Australia,Yorke Peninsula,Wallaroo,2025,faba_bean,2.069290011850689
South Australia,Yorke Peninsula,Wallaroo,2025,chickpea,1.6490260748830885
South Australia,Yorke Peninsula,Wallaroo,2025,lentil,1.9247649908826097
South Australia,Yorke Peninsula,Yorke Peninsula,2016,faba_bean,2.2114833153632
South Australia,Yorke Peninsula,Yorke Peninsula,2016,chickpea,1.5687607172005076
South Australia,Yorke Peninsula,Yorke Peninsula,2016,lentil,1.805340553804646
South Australia,Yorke Peninsula,Yorke Peninsula,2017,faba_bean,2.024051586467113
South Australia,Yorke Peninsula,Yorke Peninsula,2017,chickpea,1.4999575185073661
South Australia,Yorke Peninsula,Yorke Peninsula,2017,lentil,1.7579384183814335
South Australia,Yorke Peninsula,Yorke Peninsula,2018,faba_bean,2.147021707501557
South Australia,Yorke Peninsula,Yorke Peninsula,2018,chickpea,1.6106369902738282
South Australia,Yorke Peninsula,Yorke Peninsula,2018,lentil,1.907040638233417
South Australia,Yorke Peninsula,Yorke Peninsula,2019,faba_bean,2.2231388478927223
South Australia,Yorke Peninsula,Yorke Peninsula,2019,chickpea,1.6084200548671175
South Australia,Yorke Peninsula,Yorke Peninsula,2019,lentil,1.8756015035764042
South Australia,Yorke Peninsula,Yorke Peninsula,2020,faba_bean,2.136628029343493
South Australia,Yorke Peninsula,Yorke Peninsula,2020,chickpea,1.5944793402717141
South Australia,Yorke Peninsula,Yorke Peninsula,2020,lentil,1.851806567108433
South Australia,Yorke Peninsula,Yorke Peninsula,2021,faba_bean,2.2830730874687166
South Australia,Yorke Peninsula,Yorke Peninsula,2021,chickpea,1.5270489292279545
South Australia,Yorke Peninsula,Yorke Peninsula,2021,lentil,1.8700674572803502
South Australia,Yorke Peninsula,Yorke Peninsula,2022,faba_bean,2.2259526543911514
South Australia,Yorke Peninsula,Yorke Peninsula,2022,chickpea,1.2671471330913289
South Australia,Yorke Peninsula,Yorke Peninsula,2022,lentil,1.6124627376922573
South Australia,Yorke Peninsula,Yorke Peninsula,2023,faba_bean,2.4153463284066206
South Australia,Yorke Peninsula,Yorke Peninsula,2023,chickpea,1.891520835124526
South Australia,Yorke Peninsula,Yorke Peninsula,2023,lentil,2.056626677097845
South Australia,Yorke Peninsula,Yorke Peninsula,2024,faba_bean,2.145846535466175
South Australia,Yorke Peninsula,Yorke Peninsula,2024,chickpea,1.5443140096918715
South Australia,Yorke Peninsula,Yorke Peninsula,2024,lentil,1.5353564844947964
South Australia,Yorke Peninsula,Yorke Peninsula,2025,faba_bean,2.2582380899636316
South Australia,Yorke Peninsula,Yorke Peninsula,2025,chickpea,1.6069004647617986
South Australia,Yorke Peninsula,Yorke Peninsula,2025,lentil,1.942740114980711
Western Australia,Great Southern,Albany,2016,faba_bean,2.4469122463310407
Western Australia,Great Southern,Albany,2016,chickpea,1.6237886132491783
Western Australia,Great Southern,Albany,2016,lentil,1.8605781352912114
Western Australia,Great Southern,Albany,2017,faba_bean,2.117781301318056
Western Australia,Great Southern,Albany,2017,chickpea,1.6847745724009222
Western Australia,Great Southern,Albany,2017,lentil,1.9244103320088777
Western Australia,Great Southern,Albany,2018,faba_bean,2.330718645095407
Western Australia,Great Southern,Albany,2018,chickpea,1.8219321406645983
Western Australia,Great Southern,Albany,2018,lentil,1.8620748055294836
Western Australia,Great Southern,Albany,2019,faba_bean,2.0063639042063786
Western Australia,Great Southern,Albany,2019,chickpea,1.5743967585478589
Western Australia,Great Southern,Albany,2019,lentil,2.1638085733180477
Western Australia,Great Southern,Albany,2020,faba_bean,2.0228199747222226
Western Australia,Great Southern,Albany,2020,chickpea,1.5056662631822033
Western Australia,Great Southern,Albany,2020,lentil,1.8719787817288864
Western Australia,Great Southern,Albany,2021,faba_bean,2.4673256069447937
Western Australia,Great Southern,Albany,2021,chickpea,1.8166746288956888
Western Australia,Great Southern,Albany,2021,lentil,2.105702142283628
Western Australia,Great Southern,Albany,2022,faba_bean,2.480059568766029
Western Australia,Great Southern,Albany,2022,chickpea,2.1642714952710227
Western Australia,Great Southern,Albany,2022,lentil,2.0507711308021395
Western Australia,Great Southern,Albany,2023,faba_bean,2.0015051858631154
Western Australia,Great Southern,Albany,2023,chickpea,1.512457086836625
Western Australia,Great Southern,Albany,2023,lentil,1.6921692411697846
Western Australia,Great Southern,Albany,2024,faba_bean,2.4125170084808882
Western Australia,Great Southern,Albany,2024,chickpea,1.5959811069635645
Western Australia,Great Southern,Albany,2024,lentil,1.6998114385474115
Western Australia,Great Southern,Albany,2025,faba_bean,2.29262672896242
Western Australia,Great Southern,Albany,2025,chickpea,1.6572511352148005
Western Australia,Great Southern,Albany,2025,lentil,1.8965713839243985
Western Australia,Great Southern,Broomehill-Tambellup,2016,faba_bean,2.3324402154670656
Western Australia,Great Southern,Broomehill-Tambellup,2016,chickpea,1.7788351277081902
Western Australia,Great Southern,Broomehill-Tambellup,2016,lentil,1.8323737800972428
Western Australia,Great Southern,Broomehill-Tambellup,2017,faba_bean,2.082555795786157
Western Australia,Great Southern,Broomehill-Tambellup,2017,chickpea,1.7503950753021222
Western Australia,Great Southern,Broomehill-Tambellup,2017,lentil,1.8741111469407103
Western Australia,Great Southern,Broomehill-Tambellup,2018,faba_bean,2.393681262974489
Western Australia,Great Southern,Broomehill-Tambellup,2018,chickpea,1.7957489860868072
Western Australia,Great Southern,Broomehill-Tambellup,2018,lentil,1.798830686319965
Western Australia,Great Southern,Broomehill-Tambellup,2019,faba_bean,2.267559322879335
Western Australia,Great Southern,Broomehill-Tambellup,2019,chickpea,1.3975405315468366
Western Australia,Great Southern,Broomehill-Tambellup,2019,lentil,1.8592096327678438
Western Australia,Great Southern,Broomehill-Tambellup,2020,faba_bean,2.0583377104667058
Western Australia,Great Southern,Broomehill-Tambellup,2020,chickpea,1.8373553397249758
Western Australia,Great Southern,Broomehill-Tambellup,2020,lentil,1.9872902261982301
Western Australia,Great Southern,Broomehill-Tambellup,2021,faba_bean,2.2918719098316944
Western Australia,Great Southern,Broomehill-Tambellup,2021,chickpea,1.6887550830801035
Western Australia,Great Southern,Broomehill-Tambellup,2021,lentil,2.044806556132335
Western Australia,Great Southern,Broomehill-Tambellup,2022,faba_bean,2.225166807297867
Western Australia,Great Southern,Broomehill-Tambellup,2022,chickpea,1.9649803929601417
Western Australia,Great Southern,Broomehill-Tambellup,2022,lentil,1.9535123827132466
Western Australia,Great Southern,Broomehill-Tambellup,2023,faba_bean,2.045718074448202
Western Australia,Great Southern,Broomehill-Tambellup,2023,chickpea,1.3690116467647662
Western Australia,Great Southern,Broomehill-Tambellup,2023,lentil,1.8414631144846343
Western Australia,Great Southern,Broomehill-Tambellup,2024,faba_bean,2.341504762925766
Western Australia,Great Southern,Broomehill-Tambellup,2024,chickpea,1.7038527928201885
Western Australia,Great Southern,Broomehill-Tambellup,2024,lentil,1.7364307342100807
Western Australia,Great Southern,Broomehill-Tambellup,2025,faba_bean,2.377021162288044
Western Australia,Great Southern,Broomehill-Tambellup,2025,chickpea,1.633982412633671
Western Australia,Great Southern,Broomehill-Tambellup,2025,lentil,1.8023628368322802
Western Australia,Great Southern,Cranbrook,2016,faba_bean,2.433173294499197
Western Australia,Great Southern,Cranbrook,2016,chickpea,1.7476413429316755
Western Australia,Great Southern,Cranbrook,2016,lentil,2.0182653896107543
Western Australia,Great Southern,Cranbrook,2017,faba_bean,2.4480392639171225
Western Australia,Great Southern,Cranbrook,2017,chickpea,1.5599294189004698
Western Australia,Great Southern,Cranbrook,2017,lentil,1.888486964652463
Western Australia,Great Southern,Cranbrook,2018,faba_bean,2.145970194438825
Western Australia,Great Southern,Cranbrook,2018,chickpea,1.4872237071596643
Western Australia,Great Southern,Cranbrook,2018,lentil,1.9179551627279146
Western Australia,Great Southern,Cranbrook,2019,faba_bean,2.023214519236853
Western Australia,Great Southern,Cranbrook,2019,chickpea,1.8302716077612755
Western Australia,Great Southern,Cranbrook,2019,lentil,1.857850446696235
Western Australia,Great Southern,Cranbrook,2020,faba_bean,2.0985815066991567
Western Australia,Great Southern,Cranbrook,2020,chickpea,1.3494748321395342
Western Australia,Great Southern,Cranbrook,2020,lentil,1.6911621392458218
Western Australia,Great Southern,Cranbrook,2021,faba_bean,2.3655286519714305
Western Australia,Great Southern,Cranbrook,2021,chickpea,1.7484510313369113
Western Australia,Great Southern,Cranbrook,2021,lentil,1.9212509919787346
Western Australia,Great Southern,Cranbrook,2022,faba_bean,2.7202204638909877
Western Australia,Great Southern,Cranbrook,2022,chickpea,1.882026366149556
Western Australia,Great Southern,Cranbrook,2022,lentil,2.037027262301151
Western Australia,Great Southern,Cranbrook,2023,faba_bean,2.191063363317493
Western Australia,Great Southern,Cranbrook,2023,chickpea,1.4799996727144094
Western Australia,Great Southern,Cranbrook,2023,lentil,1.8677260213956182
Western Australia,Great Southern,Cranbrook,2024,faba_bean,1.9487980618402467
Western Australia,Great Southern,Cranbrook,2024,chickpea,1.42962787482797
